ID транзакции;Категория;Сумма покупки;Кешбэк
-15755094_45307593;Аптеки, медицина;36750,47;4410,06
-15755094_45308297;Аптеки, медицина;6188,27;309,41
-15755094_45308496;Аптеки, медицина;5700;114
-15755094_45308627;Аптеки, медицина;5325,4;106,51
-15755094_45309041;Аптеки, медицина;7325,6;146,51
-15755094_45309312;Аптеки, медицина;6255,8;750,7
-15755094_45309693;Аптеки, медицина;4942,53;98,85
-15755094_45309829;Аптеки, медицина;4455;89,1
-15755094_45310056;Аптеки, медицина;10597,8;211,96
-15755094_45310219;Аптеки, медицина;5799,67;115,99
-15755094_45310397;Аптеки, медицина;6435,6;772,27
-15755094_45310998;Аптеки, медицина;12739;254,78
-15755094_45311140;Аптеки, медицина;4945,93;98,92
-15755094_45311314;Аптеки, медицина;7347,6;146,95
-15755094_45311502;Аптеки, медицина;5806,6;290,33
-15755094_45312127;Аптеки, медицина;7011,8;350,59
-15755094_45312512;Аптеки, медицина;4322;518,64
-15755094_45312702;Аптеки, медицина;5476,8;109,54
-15755094_45313312;Аптеки, медицина;6203;124,06
-15755094_45313451;Аптеки, медицина;5539,6;110,79
-15755094_45313825;Аптеки, медицина;9198;459,9
-15755094_45314090;Аптеки, медицина;6177,33;123,55
-15755094_45314247;Аптеки, медицина;6742,07;134,84
-15755094_45314619;Аптеки, медицина;11160,6;1339,27
-15755094_45314876;Аптеки, медицина;5921,53;710,58
-15755094_45315201;Аптеки, медицина;7125,93;356,3
-15755094_45315373;Аптеки, медицина;5879;117,58
-15755094_45315556;Аптеки, медицина;13583,27;1629,99
-15755094_45315859;Аптеки, медицина;7296,93;145,94
-15755094_45316000;Аптеки, медицина;5406,87;270,34
-15755094_45316266;Аптеки, медицина;3876,4;77,53
-15755094_45316592;Аптеки, медицина;4807,2;96,14
-15755094_45316804;Аптеки, медицина;5068,53;101,37
-15755094_45317034;Аптеки, медицина;14790,27;1774,83
-15755094_45317121;Аптеки, медицина;5776,73;115,53
-15755094_45317217;Аптеки, медицина;6381,87;127,64
-15755094_45317559;Аптеки, медицина;8512,13;170,24
-15755094_45317804;Аптеки, медицина;4609,73;92,19
-15755094_45318240;Аптеки, медицина;5117;614,04
-15755094_45318404;Аптеки, медицина;6273,87;125,48
-15755094_45318583;Аптеки, медицина;16005;1920,6
-15755094_45318622;Аптеки, медицина;6267,67;125,35
-15755094_45318902;Аптеки, медицина;5020;100,4
-15755094_45319035;Аптеки, медицина;4865,13;97,3
-15755094_45319145;Аптеки, медицина;4904,07;98,08
-15755094_45319349;Аптеки, медицина;5297,47;635,7
-15755094_45319497;Аптеки, медицина;5270,73;105,41
-15755094_45319565;Аптеки, медицина;5879,27;117,59
-15755094_45319578;Аптеки, медицина;14122,93;282,46
-15755094_45319746;Аптеки, медицина;6002,13;120,04
-15755094_45319996;Аптеки, медицина;4738,2;568,58
-15755094_45320095;Аптеки, медицина;6162,87;308,14
-15755094_45320214;Аптеки, медицина;6271,4;125,43
-15755094_45320417;Аптеки, медицина;5305,67;106,11
-15755094_45320717;Аптеки, медицина;26943,33;3233,2
-15755094_45321620;Аптеки, медицина;8774,27;175,49
-15755094_45321775;Аптеки, медицина;5767,47;115,35
-15755094_45321969;Аптеки, медицина;4530,13;90,6
-15755094_45322456;Аптеки, медицина;4983,27;99,67
-15755094_45322743;Аптеки, медицина;4082,2;81,64
-15755094_45322904;Аптеки, медицина;4256,33;85,13
-15755094_45323019;Аптеки, медицина;4322,53;86,45
-15755094_45323178;Аптеки, медицина;5191,27;103,83
-15755094_45323297;Аптеки, медицина;21775,67;435,51
-15755094_45323713;Аптеки, медицина;6668,13;133,36
-15755094_45323871;Аптеки, медицина;6842,8;136,86
-15755094_45324072;Аптеки, медицина;5838,6;700,63
-15755094_45324439;Аптеки, медицина;5262;263,1
-15755094_45325061;Аптеки, медицина;4711,07;565,33
-15755094_45325294;Аптеки, медицина;4214,87;84,3
-15755094_45325504;Аптеки, медицина;4862,87;243,14
-15755094_45325606;Аптеки, медицина;4146,07;82,92
-15755094_45325727;Аптеки, медицина;12346,27;1481,55
-15755094_45325958;Аптеки, медицина;6464,53;129,29
-15755094_45326097;Аптеки, медицина;22067,27;441,35
-15755094_45326473;Аптеки, медицина;7084,93;850,19
-15755094_45326889;Аптеки, медицина;4855,27;582,63
-15755094_45326998;Аптеки, медицина;7314,8;877,78
-15755094_45327306;Аптеки, медицина;4340,47;520,86
-15755094_45327506;Аптеки, медицина;6748,87;134,98
-15755094_45327845;Аптеки, медицина;6391,6;319,58
-15755094_45328082;Аптеки, медицина;5103,6;102,07
-15755094_45328280;Аптеки, медицина;6323,47;758,82
-15755094_45328476;Аптеки, медицина;6450,8;129,02
-15755094_45328791;Аптеки, медицина;6297,07;125,94
-15755094_45329020;Аптеки, медицина;8692,6;173,85
-15755094_45329476;Аптеки, медицина;3768,8;188,44
-15755094_45329599;Аптеки, медицина;3778,47;75,57
-15755094_45329717;Аптеки, медицина;6184,87;123,7
-15755094_45329999;Аптеки, медицина;4588,2;91,76
-15755094_45330311;Аптеки, медицина;6334,6;760,15
-15755094_45330428;Аптеки, медицина;4318;86,36
-15755094_45330505;Аптеки, медицина;5985,6;119,71
-15755094_45330543;Аптеки, медицина;4940,53;247,03
-15755094_45330888;Аптеки, медицина;6159,8;307,99
-15755094_45331272;Аптеки, медицина;3942,67;78,85
-15755094_45331518;Аптеки, медицина;3964,73;79,29
-15755094_45331677;Аптеки, медицина;4605,07;92,1
-15755094_45331809;Аптеки, медицина;4007,6;200,38
-15755094_45331966;Аптеки, медицина;6345,2;126,9
-15755094_45332156;Аптеки, медицина;4908,87;589,06
-15755094_45332318;Аптеки, медицина;5602,53;112,05
-15755094_45332442;Аптеки, медицина;6261,73;125,23
-15755094_45332614;Аптеки, медицина;7099;851,88
-15755094_45332851;Аптеки, медицина;9921,07;1190,53
-15755094_45333088;Аптеки, медицина;4765,13;238,26
-15755094_45333207;Аптеки, медицина;4683,93;234,2
-15755094_45333447;Аптеки, медицина;4548,67;90,97
-15755094_45333618;Аптеки, медицина;6543;785,16
-15755094_45333781;Аптеки, медицина;5604,73;112,09
-15755094_45333924;Аптеки, медицина;5908,47;118,17
-15755094_45334118;Аптеки, медицина;5898;117,96
-15755094_45334415;Аптеки, медицина;4527,27;90,55
-15755094_45334605;Аптеки, медицина;12033,47;1444,02
-15755094_45334926;Аптеки, медицина;4657,73;558,93
-15755094_45335032;Аптеки, медицина;6626,8;795,22
-15755094_45335103;Аптеки, медицина;4533,93;544,07
-15755094_45335192;Аптеки, медицина;3949,6;473,95
-15755094_45335276;Аптеки, медицина;4099,6;81,99
-15755094_45335484;Аптеки, медицина;4252,67;85,05
-15755094_45335565;Аптеки, медицина;18981,87;379,64
-15755094_45335654;Аптеки, медицина;6019,13;120,38
-15755094_45335671;Аптеки, медицина;5830,67;116,61
-15755094_45335865;Аптеки, медицина;16545,4;1985,45
-15755094_45336109;Аптеки, медицина;4324,33;86,49
-15755094_45336238;Аптеки, медицина;20139,87;402,8
-15755094_45336279;Аптеки, медицина;10902,07;1308,25
-15755094_45336824;Аптеки, медицина;9583,73;479,19
-15755094_45337192;Аптеки, медицина;4441,07;88,82
-15755094_45337402;Аптеки, медицина;10600,73;1272,09
-15755094_45337844;Аптеки, медицина;4808,4;577,01
-15755094_45338103;Аптеки, медицина;5166,2;619,94
-15755094_45338254;Аптеки, медицина;4348;304,36
-15755094_45338464;Аптеки, медицина;5397,87;269,89
-15755094_45338776;Аптеки, медицина;4311,53;86,23
-15755094_45339037;Аптеки, медицина;3733,4;186,67
-15755094_45339148;Аптеки, медицина;20741,2;2488,94
-15755094_45339509;Аптеки, медицина;4532,6;90,65
-15755094_45339741;Аптеки, медицина;4761,73;238,09
-15755094_45340044;Аптеки, медицина;12726,87;254,54
-15755094_45340174;Аптеки, медицина;5300,73;106,01
-15755094_45340298;Аптеки, медицина;3807,67;76,15
-15755094_45340533;Аптеки, медицина;4081,93;489,83
-15755094_45340742;Аптеки, медицина;4654,67;93,09
-15755094_45340942;Аптеки, медицина;4116,6;82,33
-15755094_45341164;Аптеки, медицина;20013,8;400,28
-15755094_45341280;Аптеки, медицина;38585,47;4630,26
-15755094_45341480;Аптеки, медицина;4778,53;95,57
-15755094_45341719;Аптеки, медицина;4694,2;93,88
-15755094_45341951;Аптеки, медицина;4136,27;82,73
-15755094_45342220;Аптеки, медицина;4428,73;88,57
-15755094_45342385;Аптеки, медицина;4455,6;89,11
-15755094_45342531;Аптеки, медицина;4352,47;217,62
-15755094_45342637;Аптеки, медицина;15589,93;311,8
-15755094_45343027;Аптеки, медицина;4532,53;90,65
-15755094_45343147;Аптеки, медицина;5939,67;118,79
-15755094_45343294;Аптеки, медицина;5830,73;116,61
-15755094_45343691;Аптеки, медицина;6008,07;720,97
-15755094_45343801;Аптеки, медицина;5117,07;102,34
-15755094_45343921;Аптеки, медицина;10379,2;207,58
-15755094_45344575;Аптеки, медицина;6124,73;122,49
-15755094_45344870;Аптеки, медицина;4759,07;95,18
-15755094_45345102;Аптеки, медицина;4299,93;215
-15755094_45345348;Аптеки, медицина;6497,93;129,96
-15755094_45345539;Аптеки, медицина;16188,53;1942,62
-15755094_45345621;Аптеки, медицина;6594,07;791,29
-15755094_45345838;Аптеки, медицина;5277,87;105,56
-15755094_45346006;Аптеки, медицина;5094,73;101,89
-15755094_45346296;Аптеки, медицина;5285;369,95
-15755094_45346478;Аптеки, медицина;5931,4;118,63
-15755094_45346827;Аптеки, медицина;6517;456,19
-15755094_45347277;Аптеки, медицина;18721,93;2246,63
-15755094_45347605;Аптеки, медицина;5610,67;112,21
-15755094_45347720;Аптеки, медицина;5746,33;114,93
-15755094_45347729;Аптеки, медицина;7899,4;157,99
-15755094_45347935;Аптеки, медицина;4436,87;88,74
-15755094_45348256;Аптеки, медицина;5713,4;285,67
-15755094_45348572;Аптеки, медицина;9366,53;187,33
-15755094_45348740;Аптеки, медицина;5376;107,52
-15755094_45349070;Аптеки, медицина;5405,53;108,11
-15755094_45349310;Аптеки, медицина;5396,2;107,92
-15755094_45349463;Аптеки, медицина;13445,07;1613,41
-15755094_45349603;Аптеки, медицина;19480,67;389,61
-15755094_45349808;Аптеки, медицина;6265;125,3
-15755094_45349882;Аптеки, медицина;6816,73;136,33
-15755094_45350006;Аптеки, медицина;5773,6;115,47
-15755094_45350473;Аптеки, медицина;6724,13;336,21
-15755094_45350843;Аптеки, медицина;10938,4;218,77
-15755094_45351203;Аптеки, медицина;5284,87;634,18
-15755094_45351695;Аптеки, медицина;6242,33;124,85
-15755094_45351982;Аптеки, медицина;5993,2;719,18
-15755094_45352046;Аптеки, медицина;6338,53;126,77
-15755094_45352068;Аптеки, медицина;16190,07;323,8
-15755094_45352361;Аптеки, медицина;5864,07;703,69
-15755094_45352595;Аптеки, медицина;5570,2;111,4
-15755094_45352892;Аптеки, медицина;7053,33;141,07
-15755094_45353164;Аптеки, медицина;7816,6;156,33
-15755094_45353410;Аптеки, медицина;5694,87;113,9
-15755094_45353618;Аптеки, медицина;17256,8;345,14
-15755094_45354363;Аптеки, медицина;5650;113
-15755094_45354722;Аптеки, медицина;6549,8;327,49
-15755094_45355099;Аптеки, медицина;5203,07;104,06
-15755094_45355643;Аптеки, медицина;6127,27;122,55
-15755094_45355896;Аптеки, медицина;4757,2;95,14
-15755094_45355981;Аптеки, медицина;7553;151,06
-15755094_45356084;Аптеки, медицина;11266,93;225,34
-15755094_45356360;Аптеки, медицина;6148,27;122,97
-15755094_45356442;Аптеки, медицина;8399,07;167,98
-15755094_45356508;Аптеки, медицина;7582,27;151,65
-15755094_45356741;Аптеки, медицина;5318,67;106,37
-15755094_45357064;Аптеки, медицина;4232,4;507,89
-15755094_45357361;Аптеки, медицина;3610,13;180,51
-15755094_45357476;Аптеки, медицина;3720,27;74,41
-15755094_45357756;Аптеки, медицина;5484,73;109,69
-15755094_45357870;Аптеки, медицина;4064,27;81,29
-15755094_45357890;Аптеки, медицина;5351,27;107,03
-15755094_45357997;Аптеки, медицина;5153,87;618,46
-15755094_45358147;Аптеки, медицина;4348,73;217,44
-15755094_45358334;Аптеки, медицина;5356,93;642,83
-15755094_45358501;Аптеки, медицина;13769,73;1652,37
-15755094_45358549;Аптеки, медицина;4865,47;97,31
-15755094_45358688;Аптеки, медицина;5215,07;104,3
-15755094_45359032;Аптеки, медицина;8155,27;163,11
-15755094_45359244;Аптеки, медицина;4844,47;242,22
-15755094_45359603;Аптеки, медицина;20253;2430,36
-15755094_45359871;Аптеки, медицина;5580,33;279,02
-15755094_45360620;Аптеки, медицина;4197,8;503,74
-15755094_45360883;Аптеки, медицина;4892,87;587,14
-15755094_45361238;Аптеки, медицина;4253,87;85,08
-15755094_45361429;Аптеки, медицина;4543;545,16
-15755094_45361626;Аптеки, медицина;4400,93;88,02
-15755094_45361717;Аптеки, медицина;12632,33;1515,88
-15755094_45361943;Аптеки, медицина;16845,33;336,91
-15755094_45362024;Аптеки, медицина;5018,13;250,91
-15755094_45362166;Аптеки, медицина;6747,07;134,94
-15755094_45362378;Аптеки, медицина;7966,13;159,32
-15755094_45362628;Аптеки, медицина;4428,67;88,57
-15755094_45363179;Аптеки, медицина;5337,8;106,76
-15755094_45363539;Аптеки, медицина;4544,07;90,88
-15755094_45364064;Аптеки, медицина;3955,53;79,11
-15755094_45364345;Аптеки, медицина;4174,67;208,73
-15755094_45364493;Аптеки, медицина;8571,6;171,43
-15755094_45364697;Аптеки, медицина;12484,8;249,7
-15755094_45364792;Аптеки, медицина;17869,87;357,4
-15755094_45365090;Аптеки, медицина;4823,4;96,47
-15755094_45365509;Аптеки, медицина;3789;454,68
-15755094_45365698;Аптеки, медицина;5982;717,84
-15755094_45366039;Аптеки, медицина;4497,33;539,68
-15755094_45366245;Аптеки, медицина;4941;247,05
-15755094_45366646;Аптеки, медицина;4767,47;95,35
-15755094_45366670;Аптеки, медицина;23172,47;463,45
-15755094_45366714;Аптеки, медицина;4346,67;86,93
-15755094_45366958;Аптеки, медицина;5351,4;107,03
-15755094_45367141;Аптеки, медицина;3928,87;196,44
-15755094_45367567;Аптеки, медицина;19357,53;387,15
-15755094_45367904;Аптеки, медицина;4558,67;91,17
-15755094_45368171;Аптеки, медицина;2867,2;344,06
-15755094_45368422;Аптеки, медицина;3282,93;65,66
-15755094_45368554;Аптеки, медицина;3463,67;69,27
-15755094_45368690;Аптеки, медицина;4235,07;211,75
-15755094_45368856;Аптеки, медицина;4408,8;88,18
-15755094_45368996;Аптеки, медицина;6021,73;120,43
-15755094_45369332;Аптеки, медицина;4982,2;99,64
-15755094_45369583;Аптеки, медицина;4675,07;93,5
-15755094_45369927;Аптеки, медицина;4943,8;98,88
-15755094_45370131;Аптеки, медицина;4547,67;90,95
-15755094_45370369;Аптеки, медицина;4290,8;85,82
-15755094_45370488;Аптеки, медицина;3130,6;62,61
-15755094_45370651;Аптеки, медицина;5186,47;622,38
-15755094_45371025;Аптеки, медицина;3551,2;71,02
-15755094_45371343;Аптеки, медицина;5221,07;104,42
-15755094_45371494;Аптеки, медицина;5899,6;707,95
-15755094_45371587;Аптеки, медицина;4198,67;209,93
-15755094_45371738;Аптеки, медицина;4949,33;593,92
-15755094_45371869;Аптеки, медицина;3764,07;75,28
-15755094_45372112;Аптеки, медицина;4756,8;95,14
-15755094_45372209;Аптеки, медицина;10085,27;201,71
-15755094_45372346;Аптеки, медицина;5384,93;107,7
-15755094_45372490;Аптеки, медицина;17941,93;2153,03
-15755094_45372732;Аптеки, медицина;5796,8;115,94
-15755094_45372811;Аптеки, медицина;4070,67;81,41
-15755094_45373002;Аптеки, медицина;6114,07;122,28
-15755094_45373140;Аптеки, медицина;6069,2;121,38
-15755094_45373332;Аптеки, медицина;4967,73;248,39
-15755094_45373502;Аптеки, медицина;13508,6;1621,03
-15755094_45373695;Аптеки, медицина;4969,53;99,39
-15755094_45373905;Аптеки, медицина;3567,67;178,38
-15755094_45374037;Аптеки, медицина;13100,87;262,02
-15755094_45374184;Аптеки, медицина;4057,2;81,14
-15755094_45374346;Аптеки, медицина;3510,87;70,22
-15755094_45374457;Аптеки, медицина;4330,4;86,61
-15755094_45374599;Аптеки, медицина;4572,67;228,63
-15755094_45374672;Аптеки, медицина;18132,47;362,65
-15755094_45374785;Аптеки, медицина;5146,47;102,93
-15755094_45374905;Аптеки, медицина;5959,87;119,2
-15755094_45375067;Аптеки, медицина;5044,87;605,38
-15755094_45375238;Аптеки, медицина;4994,27;99,89
-15755094_45375409;Аптеки, медицина;5477,93;109,56
-15755094_45375821;Аптеки, медицина;6516,27;130,33
-15755094_45375998;Аптеки, медицина;4818,13;578,18
-15755094_45376253;Аптеки, медицина;3817,87;76,36
-15755094_45376514;Аптеки, медицина;5201,2;104,02
-15755094_45376721;Аптеки, медицина;4917;590,04
-15755094_45376913;Аптеки, медицина;6744,2;809,3
-15755094_45377099;Аптеки, медицина;5289,33;105,79
-15755094_45377306;Аптеки, медицина;3956,2;79,12
-15755094_45377526;Аптеки, медицина;4775,13;95,5
-15755094_45377755;Аптеки, медицина;3874,6;77,49
-15755094_45378000;Аптеки, медицина;18764,33;2251,72
-15755094_45378119;Аптеки, медицина;3492,87;244,5
-15755094_45378242;Аптеки, медицина;4907,4;98,15
-15755094_45378566;Аптеки, медицина;4998,87;599,86
-15755094_45378711;Аптеки, медицина;5284,33;634,12
-15755094_45378937;Аптеки, медицина;20667;1446,69
-15755094_45379107;Аптеки, медицина;3324,8;166,24
-15755094_45379471;Аптеки, медицина;6559,67;131,19
-15755094_45379623;Аптеки, медицина;5125,67;102,51
-15755094_45379971;Аптеки, медицина;6352,53;127,05
-15755094_45380159;Аптеки, медицина;7246,93;869,63
-15755094_45380301;Аптеки, медицина;4727,6;94,55
-15755094_45380432;Аптеки, медицина;4127,53;82,55
-15755094_45380627;Аптеки, медицина;4183,33;209,17
-15755094_45380971;Аптеки, медицина;3987,87;79,76
-15755094_45381237;Аптеки, медицина;3597,13;431,66
-15755094_45381444;Аптеки, медицина;4690,33;93,81
-15755094_45381547;Аптеки, медицина;4949,27;98,99
-15755094_45381630;Аптеки, медицина;19826,27;396,53
-15755094_45381791;Аптеки, медицина;13929,47;1671,54
-15755094_45381991;Аптеки, медицина;6085,93;121,72
-15755094_45382212;Аптеки, медицина;7862,93;157,26
-15755094_45382648;Аптеки, медицина;3974,93;79,5
-15755094_45382881;Аптеки, медицина;4264,87;85,3
-15755094_45383078;Аптеки, медицина;5942,73;713,13
-15755094_45383519;Аптеки, медицина;3967,73;198,39
-15755094_45383819;Аптеки, медицина;4687,07;93,74
-15755094_45383967;Аптеки, медицина;4025,67;483,08
-15755094_45384110;Аптеки, медицина;11834,67;1420,16
-15755094_45384295;Аптеки, медицина;4292,07;85,84
-15755094_45384444;Аптеки, медицина;4296,73;214,84
-15755094_45384553;Аптеки, медицина;3638,93;254,73
-15755094_45384880;Аптеки, медицина;4879,4;243,97
-15755094_45385323;Аптеки, медицина;7921,87;158,44
-15755094_45385658;Аптеки, медицина;5936;296,8
-15755094_45385827;Аптеки, медицина;6118,33;122,37
-15755094_45386215;Аптеки, медицина;5345,6;641,47
-15755094_45386328;Аптеки, медицина;5660,33;113,21
-15755094_45386577;Аптеки, медицина;5254,67;262,73
-15755094_45386716;Аптеки, медицина;5041,53;604,98
-15755094_45386847;Аптеки, медицина;3821,07;76,42
-15755094_45386993;Аптеки, медицина;4352,47;522,3
-15755094_45387095;Аптеки, медицина;3998,4;79,97
-15755094_45387191;Аптеки, медицина;4423,4;88,47
-15755094_45387285;Аптеки, медицина;4630;92,6
-15755094_45387434;Аптеки, медицина;5815,67;407,1
-15755094_45387686;Аптеки, медицина;17139,53;342,79
-15755094_45387863;Аптеки, медицина;8937;1072,44
-15755094_45388432;Аптеки, медицина;12587,4;251,75
-15755094_45388712;Аптеки, медицина;6776,8;135,54
-15755094_45389058;Аптеки, медицина;5681,47;113,63
-15755094_45389432;Аптеки, медицина;4880,47;97,61
-15755094_45390096;Аптеки, медицина;4800,33;96,01
-15755094_45390344;Аптеки, медицина;4450,8;89,02
-15755094_45390501;Аптеки, медицина;3700,2;74
-15755094_45390763;Аптеки, медицина;4528,13;543,38
-15755094_45390973;Аптеки, медицина;4277,33;213,87
-15755094_45391002;Аптеки, медицина;3686,2;258,03
-15755094_45391217;Аптеки, медицина;6142,4;737,09
-15755094_45391473;Аптеки, медицина;5443,27;108,87
-15755094_45391950;Аптеки, медицина;7052,4;846,29
-15755094_45392266;Аптеки, медицина;3907,87;78,16
-15755094_45392853;Аптеки, медицина;6409,2;128,18
-15755094_45393110;Аптеки, медицина;4762,07;95,24
-15755094_45393509;Аптеки, медицина;14816,8;1778,02
-15755094_45393994;Аптеки, медицина;4990,13;598,82
-15755094_45394305;Аптеки, медицина;4117;205,85
-15755094_45394430;Аптеки, медицина;15971,07;319,42
-15755094_45394581;Аптеки, медицина;4578,2;549,38
-15755094_45394743;Аптеки, медицина;4466,47;89,33
-15755094_45394939;Аптеки, медицина;5126,47;615,18
-15755094_45395173;Аптеки, медицина;4653,53;93,07
-15755094_45395378;Аптеки, медицина;6933,47;832,02
-15755094_45395568;Аптеки, медицина;5966,93;119,34
-15755094_45396042;Аптеки, медицина;5591,27;670,95
-15755094_45396518;Аптеки, медицина;5620,67;112,41
-15755094_45396808;Аптеки, медицина;4673,07;560,77
-15755094_45396971;Аптеки, медицина;5444,6;272,23
-15755094_45397118;Аптеки, медицина;4644,67;232,23
-15755094_45397506;Аптеки, медицина;4579,53;91,59
-15755094_45397603;Аптеки, медицина;15424,27;308,49
-15755094_45398007;Аптеки, медицина;5737,2;286,86
-15755094_45398289;Аптеки, медицина;4667,07;233,35
-15755094_45398530;Аптеки, медицина;4917,4;98,35
-15755094_45398741;Аптеки, медицина;8916,13;445,81
-15755094_45398949;Аптеки, медицина;6612,33;462,86
-15755094_45399254;Аптеки, медицина;4749;94,98
-15755094_45399472;Аптеки, медицина;5786,33;694,36
-15755094_45399672;Аптеки, медицина;7107,53;142,15
-15755094_45399985;Аптеки, медицина;5742,33;114,85
-15755094_45400147;Аптеки, медицина;4407;88,14
-15755094_45400248;Аптеки, медицина;4880,33;97,61
-15755094_45400541;Аптеки, медицина;4348,27;86,97
-15755094_45400634;Аптеки, медицина;8291,73;165,83
-15755094_45400855;Аптеки, медицина;7622,47;152,45
-15755094_45401252;Аптеки, медицина;7555,2;151,1
-15755094_45401515;Аптеки, медицина;8122,87;162,46
-15755094_45402067;Аптеки, медицина;5326;106,52
-15755094_45402500;Аптеки, медицина;4030,4;80,61
-15755094_45402701;Аптеки, медицина;4887,73;97,75
-15755094_45403131;Аптеки, медицина;4427,13;88,54
-15755094_45403266;Аптеки, медицина;4903,07;98,06
-15755094_45403452;Аптеки, медицина;4556,07;227,8
-15755094_45403555;Аптеки, медицина;4189,47;83,79
-15755094_45403644;Аптеки, медицина;4938,73;592,65
-15755094_45403922;Аптеки, медицина;4863,53;583,62
-15755094_45404156;Аптеки, медицина;17892,07;357,84
-15755094_45404453;Аптеки, медицина;4778,27;95,57
-15755094_45404703;Аптеки, медицина;7539,47;376,97
-15755094_45404961;Аптеки, медицина;6447,87;128,96
-15755094_45405273;Аптеки, медицина;23520,67;470,41
-15755094_45405524;Аптеки, медицина;4860,67;97,21
-15755094_45405769;Аптеки, медицина;4135,13;206,76
-15755094_45406116;Аптеки, медицина;5169,93;103,4
-15755094_45406470;Аптеки, медицина;6134,87;736,18
-15755094_45406719;Аптеки, медицина;4874,6;97,49
-15755094_45406979;Аптеки, медицина;7976,8;159,54
-15755094_45407223;Аптеки, медицина;5721,2;286,06
-15755094_45407841;Аптеки, медицина;6423,13;128,46
-15755094_45407943;Аптеки, медицина;4739,67;568,76
-15755094_45408214;Аптеки, медицина;7377,6;885,31
-15755094_45408472;Аптеки, медицина;5853;117,06
-15755094_45408751;Аптеки, медицина;5253,47;105,07
-15755094_45409369;Аптеки, медицина;4719,33;94,39
-15755094_45409722;Аптеки, медицина;15465,27;309,31
-15755094_45410104;Аптеки, медицина;6342,13;761,06
-15755094_45410339;Аптеки, медицина;4042,93;202,15
-15755094_45410638;Аптеки, медицина;5613,4;280,67
-15755094_45410779;Аптеки, медицина;23254,6;465,09
-15755094_45411064;Аптеки, медицина;11418,2;570,91
-15755094_45411186;Аптеки, медицина;4503,87;90,08
-15755094_45411603;Аптеки, медицина;10083,87;201,68
-15755094_45411792;Аптеки, медицина;5672,2;680,66
-15755094_45412062;Аптеки, медицина;6562,07;787,45
-15755094_45412233;Аптеки, медицина;4515,6;90,31
-15755094_45412576;Аптеки, медицина;4565,67;91,31
-15755094_45412747;Аптеки, медицина;9153,27;1098,39
-15755094_45412934;Аптеки, медицина;4015,6;481,87
-15755094_45413185;Аптеки, медицина;5422,53;108,45
-15755094_45413453;Аптеки, медицина;5594,13;111,88
-15755094_45413733;Аптеки, медицина;3421,67;68,43
-23482909_3585857;Цветы;368,8;7,38
-23482909_3585858;Цветы;444;8,88
-23482909_3585875;Цветы;352,27;7,05
-23482909_3585879;Цветы;2370,8;47,42
-23482909_3585886;Цветы;243,07;4,86
-23482909_3585899;Цветы;198,07;3,96
-23482909_3585900;Цветы;291,87;5,84
-23482909_3585907;Цветы;296,8;5,94
-23482909_3585908;Цветы;290,93;5,82
-23482909_3585909;Цветы;219,93;4,4
-23482909_3585920;Цветы;431;8,62
-23482909_3585921;Цветы;282,6;33,91
-23482909_3585922;Цветы;354,73;7,09
-23482909_3585924;Цветы;379,87;7,6
-23482909_3585926;Цветы;308,67;6,17
-23482909_3585927;Цветы;243,4;4,87
-23482909_3585928;Цветы;286,2;5,72
-23482909_3585933;Цветы;257,4;5,15
-23482909_3585934;Цветы;294,73;5,89
-23482909_3585935;Цветы;334,2;6,68
-23482909_3585936;Цветы;950;19
-23482909_3585943;Цветы;1742,13;34,84
-23482909_3585948;Цветы;411,07;8,22
-23482909_3585949;Цветы;595,33;11,91
-23482909_3585952;Цветы;332,6;39,91
-23482909_3585953;Цветы;382,13;45,86
-23482909_3585954;Цветы;548,2;65,78
-23482909_3585959;Цветы;536,6;10,73
-23482909_3585968;Цветы;618,87;12,38
-23482909_3585969;Цветы;806,8;16,14
-23482909_3585971;Цветы;796,07;15,92
-23482909_3585972;Цветы;1039,47;20,79
-23482909_3585973;Цветы;1056,8;21,14
-23482909_3585974;Цветы;992,93;19,86
-23482909_3585975;Цветы;1219,73;146,37
-23482909_3585976;Цветы;1123,4;22,47
-23482909_3586005;Цветы;940,27;47,01
-23482909_3586017;Цветы;1281,93;153,83
-23482909_3586037;Цветы;1092,8;21,86
-23482909_3586106;Цветы;1272,47;25,45
-23482909_3586113;Цветы;471,4;9,43
-23482909_3586127;Цветы;561,2;11,22
-23482909_3586185;Цветы;1569,73;31,39
-23482909_3586219;Цветы;1287,87;25,76
-23482909_3586262;Цветы;488,07;9,76
-23482909_3586294;Цветы;17174,8;343,5
-23482909_3586322;Цветы;496;59,52
-23482909_3586365;Цветы;15419,4;1850,33
-23482909_3586373;Цветы;795,27;95,43
-23482909_3586381;Цветы;14153,87;283,08
-23482909_3586385;Цветы;536,87;10,74
-23482909_3586414;Цветы;453,4;9,07
-23482909_3586425;Цветы;199,27;9,96
-23482909_3586438;Цветы;14975,27;1797,03
-23482909_3586517;Цветы;523,33;36,63
-23482909_3586521;Цветы;1137,4;22,75
-23482909_3586530;Цветы;1917,53;230,1
-23482909_3586544;Цветы;652,13;78,26
-23482909_3586577;Цветы;1610,6;193,27
-23482909_3586600;Цветы;816,27;97,95
-23482909_3586616;Цветы;1543,53;30,87
-23482909_3586634;Цветы;571,47;11,43
-23482909_3586658;Цветы;1159,53;23,19
-23482909_3586675;Цветы;15910,13;318,2
-23482909_3586693;Цветы;2118,53;254,22
